species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,penguin_id,timestamp,timestamp_with_time,favourite_number
Adelie,Dream,38.9,18.8,190.0,3600,False,148,2025-07-07,2025-07-07 15:42:36,0
Adelie,Dream,35.7,18.0,202.0,3550,False,42,2025-02-10,2025-02-10 00:55:43,5
Adelie,Dream,41.1,18.1,,4300,True,95,2025-06-06,2025-06-06 03:45:00,0
Adelie,Dream,34.0,17.1,185.0,3400,False,42,2025-01-15,2025-01-15 14:47:02,3
Adelie,Dream,39.6,18.1,186.0,4450,True,93,2025-10-28,2025-10-28 08:09:35,5
Adelie,Dream,36.2,17.3,187.0,3300,False,132,2025-03-06,2025-03-06 02:41:02,1
Adelie,Dream,40.8,18.9,208.0,4300,True,95,2025-12-11,2025-12-11 04:42:44,2
Adelie,Dream,38.1,18.6,190.0,3700,False,96,2025-11-23,2025-11-23 16:33:58,0
Adelie,Dream,40.3,18.5,,4350,True,139,2025-01-09,2025-01-09 20:27:46,4
Adelie,Dream,33.1,16.1,178.0,2900,False,98,2025-12-10,2025-12-10 23:37:47,4
Adelie,Dream,,18.5,,4100,True,99,2025-05-09,2025-05-09 18:40:15,3
Adelie,Biscoe,35.0,17.9,192.0,3725,False,28,2025-05-16,2025-05-16 19:10:42,1
Adelie,Biscoe,,20.0,,4725,True,29,2025-03-04,2025-03-04 03:41:24,0
Adelie,Biscoe,37.7,16.0,183.0,3075,False,27,2025-05-19,2025-05-19 20:13:09,1
Adelie,Biscoe,37.8,20.0,190.0,4250,True,103,2025-03-22,2025-03-22 23:31:04,0
Adelie,Biscoe,37.9,18.6,,2925,False,54,2025-06-12,2025-06-12 17:03:09,3
Adelie,Biscoe,39.7,18.9,,3550,True,109,2025-10-16,2025-10-16 02:37:15,3
Adelie,Biscoe,,17.2,,3750,False,25,2025-09-18,2025-09-18 15:05:40,4
Adelie,Biscoe,38.2,20.0,190.0,3900,True,51,2025-08-19,2025-08-19 12:14:38,1
Adelie,Biscoe,,17.0,,3175,False,108,2025-02-10,2025-02-10 21:53:52,5
Adelie,Biscoe,43.2,19.0,197.0,4775,True,109,2025-01-28,2025-01-28 14:14:53,4
Adelie,Biscoe,38.1,16.5,198.0,3825,False,110,2025-05-15,2025-05-15 21:53:01,1
Adelie,Biscoe,45.6,20.3,191.0,4600,True,111,2025-07-20,2025-07-20 16:46:43,4
Adelie,Biscoe,39.7,17.7,,3200,False,22,2025-11-24,2025-11-24 08:05:24,5
Adelie,Biscoe,42.2,19.5,197.0,4275,True,113,2025-09-25,2025-09-25 12:11:59,2
Adelie,Biscoe,39.6,20.7,191.0,3900,False,60,2025-02-02,2025-02-02 09:47:27,2
Adelie,Biscoe,,18.3,,4075,True,109,2025-02-17,2025-02-17 17:25:52,2
Adelie,Torgersen,38.6,17.0,188.0,2900,False,116,2025-03-03,2025-03-03 15:42:53,2
Adelie,Torgersen,37.3,20.5,199.0,3775,True,117,2025-08-04,2025-08-04 16:25:01,0
Adelie,Torgersen,,17.0,,3350,False,78,2025-10-20,2025-10-20 07:24:06,2
Adelie,Torgersen,41.1,18.6,189.0,3325,True,79,2025-04-09,2025-04-09 06:24:09,5
Adelie,Torgersen,,17.2,,3150,False,76,2025-06-21,2025-06-21 22:06:45,3
Adelie,Torgersen,37.7,19.8,198.0,3500,True,7,2025-12-26,2025-12-26 18:59:45,3
Adelie,Torgersen,40.2,17.0,176.0,3450,False,80,2025-08-02,2025-08-02 11:09:18,0
Adelie,Torgersen,41.4,18.5,202.0,3875,True,14,2025-02-04,2025-02-04 18:10:17,2
Adelie,Torgersen,35.2,15.9,186.0,3050,False,80,2025-08-15,2025-08-15 06:28:09,2
Adelie,Torgersen,40.6,19.0,,4000,True,17,2025-04-11,2025-04-11 02:43:43,2
Adelie,Torgersen,38.8,17.6,191.0,3275,False,78,2025-05-11,2025-05-11 16:42:40,4
Adelie,Torgersen,41.5,18.3,195.0,4300,True,127,2025-09-14,2025-09-14 11:39:35,1
Adelie,Torgersen,39.0,17.1,191.0,3050,False,1,2025-01-05,2025-01-05 02:39:00,4
Adelie,Torgersen,44.1,18.0,210.0,4000,True,127,2025-08-06,2025-08-06 04:32:44,1
Adelie,Torgersen,38.5,17.9,190.0,3325,False,15,2025-09-12,2025-09-12 01:16:51,2
Adelie,Torgersen,43.1,19.2,197.0,3500,True,117,2025-12-25,2025-12-25 07:41:03,2
Adelie,Dream,36.8,18.5,193.0,3500,False,132,2025-10-10,2025-10-10 14:26:31,4
Adelie,Dream,37.5,18.5,199.0,4475,True,43,2025-07-26,2025-07-26 16:01:19,4
Adelie,Dream,38.1,17.6,187.0,3425,False,134,2025-01-15,2025-01-15 08:36:17,1
Adelie,Dream,41.1,17.5,,3900,True,35,2025-12-12,2025-12-12 13:38:35,3
Adelie,Dream,35.6,17.5,191.0,3175,False,136,2025-02-11,2025-02-11 16:54:50,1
Adelie,Dream,,20.1,,3975,True,99,2025-06-28,2025-06-28 18:26:27,4
Adelie,Dream,,16.5,,3400,False,96,2025-03-04,2025-03-04 05:01:11,5
Adelie,Dream,,17.9,,4250,True,139,2025-12-18,2025-12-18 16:27:55,4
Adelie,Dream,40.2,17.1,,3400,False,96,2025-08-19,2025-08-19 20:06:09,5
Adelie,Dream,,17.2,,3475,True,141,2025-08-29,2025-08-29 03:18:58,0
Adelie,Dream,32.1,15.5,188.0,3050,False,98,2025-02-21,2025-02-21 09:46:35,4
Adelie,Dream,40.7,17.0,,3725,True,141,2025-04-06,2025-04-06 01:06:40,0
Adelie,Dream,37.3,16.8,192.0,3000,False,134,2025-08-10,2025-08-10 19:36:28,3
Adelie,Dream,,18.7,,3650,True,99,2025-08-19,2025-08-19 10:38:24,1
Adelie,Dream,,18.6,,4250,True,43,2025-08-25,2025-08-25 19:17:29,5
Adelie,Dream,36.6,18.4,,3475,False,98,2025-05-23,2025-05-23 23:03:06,1
Adelie,Dream,36.0,17.8,,3450,False,148,2025-06-20,2025-06-20 05:46:04,0
Adelie,Dream,37.8,18.1,193.0,3750,True,85,2025-01-29,2025-01-29 23:53:47,5
Adelie,Dream,,17.1,,3700,False,30,2025-02-05,2025-02-05 10:41:34,1
Adelie,Dream,41.5,18.5,201.0,4000,True,85,2025-01-13,2025-01-13 00:56:13,4
Chinstrap,Dream,46.5,17.9,192.0,3500,False,196,2025-06-09,2025-06-09 03:22:41,2
Chinstrap,Dream,50.0,19.5,196.0,3900,True,167,2025-11-23,2025-11-23 07:35:50,0
Chinstrap,Dream,51.3,19.2,193.0,3650,True,154,2025-07-06,2025-07-06 07:02:31,1
Chinstrap,Dream,45.4,18.7,188.0,3525,False,170,2025-08-31,2025-08-31 04:15:05,0
Chinstrap,Dream,52.7,19.8,197.0,3725,True,175,2025-03-27,2025-03-27 20:55:53,0
Chinstrap,Dream,45.2,17.8,198.0,3950,False,157,2025-10-11,2025-10-11 21:19:57,5
Chinstrap,Dream,46.1,18.2,,3250,False,182,2025-03-07,2025-03-07 18:19:13,5
Chinstrap,Dream,51.3,18.2,,3750,True,209,2025-06-19,2025-06-19 15:57:38,2
Chinstrap,Dream,46.0,18.9,195.0,4150,False,201,2025-02-14,2025-02-14 05:39:18,4
Chinstrap,Dream,51.3,19.9,,3700,True,161,2025-03-03,2025-03-03 00:54:27,0
Chinstrap,Dream,,17.8,,3800,False,208,2025-05-14,2025-05-14 22:59:05,1
Chinstrap,Dream,51.7,20.3,194.0,3775,True,217,2025-10-11,2025-10-11 10:41:53,3
Chinstrap,Dream,,17.3,,3700,False,195,2025-01-28,2025-01-28 07:14:52,0
Chinstrap,Dream,52.0,18.1,201.0,4050,True,189,2025-04-18,2025-04-18 03:08:58,0
Chinstrap,Dream,45.9,17.1,190.0,3575,False,214,2025-02-13,2025-02-13 00:06:52,2
Chinstrap,Dream,50.5,19.6,201.0,4050,True,167,2025-12-06,2025-12-06 02:05:43,4
Chinstrap,Dream,50.3,20.0,197.0,3300,True,197,2025-10-13,2025-10-13 09:18:16,3
Chinstrap,Dream,,17.8,,3700,False,214,2025-11-27,2025-11-27 16:51:32,5
Chinstrap,Dream,46.4,18.6,190.0,3450,False,170,2025-05-08,2025-05-08 12:20:25,5
Chinstrap,Dream,,18.2,,4400,True,171,2025-12-14,2025-12-14 10:45:56,1
Chinstrap,Dream,42.4,17.3,181.0,3600,False,184,2025-08-19,2025-08-19 05:14:48,3
Chinstrap,Dream,,17.5,,3400,True,210,2025-07-09,2025-07-09 09:55:35,5
Chinstrap,Dream,43.2,16.6,,2900,False,174,2025-08-13,2025-08-13 13:08:15,1
Chinstrap,Dream,,19.4,,3800,True,175,2025-10-10,2025-10-10 23:04:02,4
Chinstrap,Dream,46.7,17.9,195.0,3300,False,184,2025-05-01,2025-05-01 23:53:19,1
Chinstrap,Dream,52.0,19.0,197.0,4150,True,177,2025-04-26,2025-04-26 04:59:15,5
Chinstrap,Dream,50.5,18.4,200.0,3400,False,201,2025-08-21,2025-08-21 10:30:41,2
Chinstrap,Dream,49.5,19.0,200.0,3800,True,203,2025-09-16,2025-09-16 19:37:20,2
Chinstrap,Dream,,17.8,,3700,False,157,2025-12-25,2025-12-25 18:11:50,2
Chinstrap,Dream,52.8,20.0,205.0,4550,True,203,2025-07-17,2025-07-17 09:41:51,5
Chinstrap,Dream,,16.6,,3200,False,182,2025-05-17,2025-05-17 16:23:51,2
Chinstrap,Dream,54.2,20.8,201.0,4300,True,161,2025-11-14,2025-11-14 02:02:37,3
Chinstrap,Dream,,16.7,,3350,False,184,2025-06-14,2025-06-14 09:01:19,4
Chinstrap,Dream,,18.8,,4100,True,154,2025-08-13,2025-08-13 17:04:36,1
Chinstrap,Dream,49.7,18.6,195.0,3600,True,171,2025-11-03,2025-11-03 12:26:51,1
Chinstrap,Dream,47.5,16.8,199.0,3900,False,195,2025-08-22,2025-08-22 10:03:28,5
Chinstrap,Dream,47.6,18.3,195.0,3850,False,219,2025-06-21,2025-06-21 05:35:50,2
Chinstrap,Dream,,20.7,,4800,True,189,2025-06-01,2025-06-01 19:46:20,2
Chinstrap,Dream,46.9,16.6,192.0,2700,False,170,2025-11-11,2025-11-11 12:01:26,0
Chinstrap,Dream,,19.9,,4500,True,171,2025-06-09,2025-06-09 19:00:50,4
Chinstrap,Dream,49.0,19.5,210.0,3950,True,161,2025-04-06,2025-04-06 05:55:52,3
Chinstrap,Dream,,17.5,,3650,False,202,2025-08-21,2025-08-21 15:17:49,1
Chinstrap,Dream,50.9,19.1,196.0,3550,True,197,2025-06-29,2025-06-29 03:59:57,0
Chinstrap,Dream,45.5,17.0,196.0,3500,False,195,2025-04-23,2025-04-23 11:32:35,0
Chinstrap,Dream,50.9,17.9,196.0,3675,False,196,2025-11-14,2025-11-14 13:02:39,5
Chinstrap,Dream,50.8,18.5,201.0,4450,True,197,2025-02-21,2025-02-21 00:12:08,1
Chinstrap,Dream,50.1,17.9,190.0,3400,False,174,2025-09-25,2025-09-25 14:01:57,5
Chinstrap,Dream,49.0,19.6,212.0,4300,True,209,2025-10-22,2025-10-22 18:23:54,3
Chinstrap,Dream,51.5,18.7,187.0,3250,True,175,2025-04-23,2025-04-23 11:05:54,0
Chinstrap,Dream,49.8,17.3,198.0,3675,False,201,2025-04-11,2025-04-11 13:08:00,0
Chinstrap,Dream,,16.4,,3325,False,202,2025-04-23,2025-04-23 22:04:19,4
Chinstrap,Dream,,19.0,,3950,True,203,2025-03-22,2025-03-22 04:39:39,3
Chinstrap,Dream,,17.3,,3600,False,157,2025-07-06,2025-07-06 17:45:32,0
Chinstrap,Dream,,19.7,,4050,True,154,2025-04-23,2025-04-23 20:15:36,3
Chinstrap,Dream,42.5,17.3,187.0,3350,False,208,2025-01-02,2025-01-02 06:47:46,1
Chinstrap,Dream,52.2,18.8,197.0,3450,True,177,2025-05-10,2025-05-10 10:15:39,2
Chinstrap,Dream,45.2,16.6,191.0,3250,False,208,2025-08-08,2025-08-08 19:24:56,0
Chinstrap,Dream,49.3,19.9,203.0,4050,True,209,2025-02-23,2025-02-23 09:47:50,4
Chinstrap,Dream,,18.8,,3800,True,210,2025-12-09,2025-12-09 16:26:03,1
Chinstrap,Dream,,19.4,,3525,False,174,2025-08-12,2025-08-12 22:57:17,3
Chinstrap,Dream,,19.5,,3950,True,210,2025-08-13,2025-08-13 14:25:34,5
Chinstrap,Dream,46.8,16.5,189.0,3650,False,202,2025-05-06,2025-05-06 18:01:35,1
Chinstrap,Dream,45.7,17.0,,3650,False,214,2025-05-10,2025-05-10 08:58:27,0
Chinstrap,Dream,55.8,19.8,,4000,True,217,2025-02-22,2025-02-22 15:01:38,3
Chinstrap,Dream,,18.1,,3400,False,219,2025-06-21,2025-06-21 16:55:21,2
Chinstrap,Dream,49.6,18.2,193.0,3775,True,217,2025-08-06,2025-08-06 01:31:26,1
Chinstrap,Dream,50.8,19.0,,4100,True,189,2025-06-09,2025-06-09 02:18:55,0
Chinstrap,Dream,,18.7,,3775,False,219,2025-07-17,2025-07-17 03:05:30,4
Gentoo,Biscoe,46.1,13.2,211.0,4500,False,338,2025-09-04,2025-09-04 16:49:26,5
Gentoo,Biscoe,,16.3,,5700,True,221,2025-11-20,2025-11-20 18:31:43,3
Gentoo,Biscoe,48.7,14.1,210.0,4450,False,334,2025-07-22,2025-07-22 07:33:12,1
Gentoo,Biscoe,50.0,15.2,218.0,5700,True,281,2025-07-03,2025-07-03 00:17:42,1
Gentoo,Biscoe,47.6,14.5,215.0,5400,True,224,2025-05-03,2025-05-03 23:21:16,2
Gentoo,Biscoe,,13.5,,4550,False,225,2025-09-12,2025-09-12 05:59:05,2
Gentoo,Biscoe,45.4,14.6,211.0,4800,False,310,2025-10-21,2025-10-21 06:01:29,4
Gentoo,Biscoe,46.7,15.3,219.0,5200,True,227,2025-10-07,2025-10-07 03:06:14,5
Gentoo,Biscoe,,13.4,,4400,False,342,2025-11-21,2025-11-21 02:35:48,4
Gentoo,Biscoe,,15.4,,5150,True,261,2025-04-08,2025-04-08 06:35:14,0
Gentoo,Biscoe,40.9,13.7,,4650,False,280,2025-07-17,2025-07-17 10:35:02,0
Gentoo,Biscoe,,16.1,,5550,True,231,2025-08-28,2025-08-28 20:41:00,4
Gentoo,Biscoe,,13.7,,4650,False,294,2025-05-24,2025-05-24 01:53:21,5
Gentoo,Biscoe,48.4,14.6,213.0,5850,True,233,2025-04-07,2025-04-07 20:04:27,4
Gentoo,Biscoe,45.8,14.6,210.0,4200,False,310,2025-07-20,2025-07-20 13:22:16,5
Gentoo,Biscoe,,15.7,,5850,True,299,2025-05-04,2025-05-04 06:33:45,5
Gentoo,Biscoe,42.0,13.5,210.0,4150,False,296,2025-07-06,2025-07-06 23:01:13,3
Gentoo,Biscoe,,15.2,,6300,True,237,2025-11-22,2025-11-22 20:09:52,5
Gentoo,Biscoe,,14.5,,4800,False,270,2025-12-15,2025-12-15 21:24:12,2
Gentoo,Biscoe,48.7,15.1,222.0,5350,True,325,2025-09-16,2025-09-16 12:17:41,5
Gentoo,Biscoe,50.2,14.3,,5700,True,323,2025-05-28,2025-05-28 00:25:42,5
Gentoo,Biscoe,45.1,14.5,,5000,False,300,2025-09-09,2025-09-09 06:01:17,5
Gentoo,Biscoe,46.5,14.5,,4400,False,262,2025-12-12,2025-12-12 12:58:52,0
Gentoo,Biscoe,46.3,15.8,215.0,5050,True,263,2025-05-27,2025-05-27 13:59:03,2
Gentoo,Biscoe,,13.1,,5000,False,244,2025-05-28,2025-05-28 10:51:21,2
Gentoo,Biscoe,46.1,15.1,215.0,5100,True,261,2025-12-18,2025-12-18 17:27:36,4
Gentoo,Biscoe,44.5,14.3,216.0,4100,True,336,2025-07-18,2025-07-18 05:17:45,3
Gentoo,Biscoe,,15.0,,5650,True,237,2025-11-04,2025-11-04 23:11:00,5
Gentoo,Biscoe,,14.3,,4600,False,294,2025-05-08,2025-05-08 15:11:33,1
Gentoo,Biscoe,50.0,15.3,220.0,5550,True,249,2025-02-08,2025-02-08 07:29:22,3
Gentoo,Biscoe,47.3,15.3,222.0,5250,True,250,2025-12-04,2025-12-04 07:51:35,3
Gentoo,Biscoe,42.8,14.2,209.0,4700,False,317,2025-12-26,2025-12-26 03:50:07,2
Gentoo,Biscoe,45.1,14.5,207.0,5050,False,252,2025-05-09,2025-05-09 11:45:48,3
Gentoo,Biscoe,59.6,17.0,230.0,6050,True,250,2025-09-24,2025-09-24 07:20:32,5
Gentoo,Biscoe,49.1,14.8,220.0,5150,False,244,2025-05-31,2025-05-31 23:08:05,5
Gentoo,Biscoe,48.4,16.3,,5400,True,273,2025-10-25,2025-10-25 16:04:14,0
Gentoo,Biscoe,42.6,13.7,213.0,4950,False,290,2025-04-09,2025-04-09 11:11:02,5
Gentoo,Biscoe,44.4,17.3,219.0,5250,True,292,2025-09-20,2025-09-20 10:18:00,5
Gentoo,Biscoe,44.0,13.6,208.0,4350,False,288,2025-09-09,2025-09-09 00:22:04,2
Gentoo,Biscoe,48.7,15.7,208.0,5350,True,299,2025-05-24,2025-05-24 09:58:29,5
Gentoo,Biscoe,42.7,13.7,208.0,3950,False,317,2025-12-12,2025-12-12 05:31:10,0
Gentoo,Biscoe,49.6,16.0,,5700,True,261,2025-04-22,2025-04-22 09:36:18,1
Gentoo,Biscoe,45.3,13.7,210.0,4300,False,262,2025-03-01,2025-03-01 20:02:04,2
Gentoo,Biscoe,49.6,15.0,216.0,4750,True,263,2025-01-02,2025-01-02 07:26:30,1
Gentoo,Biscoe,50.5,15.9,222.0,5550,True,279,2025-10-31,2025-10-31 07:01:29,2
Gentoo,Biscoe,43.6,13.9,,4900,False,320,2025-09-11,2025-09-11 15:18:49,4
Gentoo,Biscoe,45.5,13.9,210.0,4200,False,225,2025-05-20,2025-05-20 04:18:05,3
Gentoo,Biscoe,,15.9,,5400,True,267,2025-02-06,2025-02-06 12:21:22,4
Gentoo,Biscoe,,13.3,,5100,False,290,2025-06-09,2025-06-09 23:56:28,5
Gentoo,Biscoe,45.2,15.8,215.0,5300,True,221,2025-01-09,2025-01-09 01:19:08,1
Gentoo,Biscoe,46.6,14.2,210.0,4850,False,270,2025-08-21,2025-08-21 02:37:15,5
Gentoo,Biscoe,,14.1,,5300,True,279,2025-04-09,2025-04-09 01:01:49,3
Gentoo,Biscoe,45.1,14.4,210.0,4400,False,252,2025-05-27,2025-05-27 08:25:55,2
Gentoo,Biscoe,50.1,15.0,225.0,5000,True,273,2025-10-31,2025-10-31 15:29:31,3
Gentoo,Biscoe,46.5,14.4,,4900,False,274,2025-07-27,2025-07-27 16:03:19,0
Gentoo,Biscoe,45.0,15.4,220.0,5050,True,323,2025-05-11,2025-05-11 03:38:36,3
Gentoo,Biscoe,,13.9,,4300,False,284,2025-06-01,2025-06-01 07:04:30,0
Gentoo,Biscoe,45.5,15.0,220.0,5000,True,273,2025-02-23,2025-02-23 11:45:44,3
Gentoo,Biscoe,,14.5,,4450,False,338,2025-04-30,2025-04-30 11:55:18,0
Gentoo,Biscoe,50.4,15.3,224.0,5550,True,279,2025-06-10,2025-06-10 14:30:24,1
